file_name,url,inference_transcript,audio_duration
STT_GR_0016_0106_707900_to_716600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0106_707900_to_716600.wav,དེི་ལྟ་བུ་ཞེ་སྡང་སྐྱོག་དེ་ཡང་དང་ཡང་དུ་བྲིས་ནས། ལས་དང་པོ་བར་དུ་ཡིན་ན། ཞེ་སྡང་གི་གནོད་པ་ལ་བསམ་ནས། ད་ྱུ་མཉལ་བ་ནང་ནས་འགྲོ་དུབ་མེད་ན།  ,8.7
STT_GR_0016_0107_716900_to_737800,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0107_716900_to_737800.wav,རྟག་དང་ད་ཞེ་སྡང་ལ་མགྱོག་ལོང་རེད། ཞེ་སྡང་སྤང་དགོས་ཀི་རེད་ཅེ། ཨ། ཡ་དེ་ལ་རྟེང་ནས་ཁྱག་ཟབ་ཉིང་རྒྱི་སྟད་ཚར་བ་དྲ་ཡིན་ན། ཚང་མ་ཕ་མ་མ་ྟེད་པ་གཅིག་ྱ་ཡོད་མ་རེད། དེ་ལ་བརྟེང་ནས་ད་བདག་ལ་བྡང་བར་གྱེག་པའི་སྒྲ་དེ་ནས་དངོས་གནས་དྲང་གནས་སྒྲ་ཅིག་ཡིན་ན། ཅི་ཡ་མཐོང་བ་ནས་རང་གི་ཕ་མ་ད་སགྲོགས་ྱེ་བའི་གྲོགས་པོ་གྲོན་པོ། ད་དེ་ལྟ་བུ་ཅིག་ལ་རང་ལེན་ཡོང་རེད་བསམ་ནས།  ,20.9
STT_GR_0016_0108_739500_to_752900,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0108_739500_to_752900.wav,ཞེ་སྡང་སྐྱིད་པོ་ཡོད་དངོས་གནས་ཡོད་མ་རེད། ད་ཞེ་སྡང་ཁྱད་ཤོས་ངག་ཡིན་ཏེ། དམ་པ་ཆུས་ལ་བརྟེ་ནས་ད་ལྟ་སྣོ་པག་བཏང་མྱན་ན་ཞེ་སྡང་ཞེ་དྲག་ལན་ཁ་མ་རེད། མཚམས་མཚམས་ལ་ལམ་ལ་ལམ་སང་མེ་པར་བཏང་ཐུབ་ཀི་འདུག དངོས་གནས་ཉམས་མྱོང་རེད།  ,13.4
STT_GR_0016_0109_756400_to_766900,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0109_756400_to_766900.wav,ཡ། དེ་ལྟ་བུ་ས་སྐྱ་ཅེན་པོ་ལྟ་བ་ཉམས་ལེན་བྱེད་མྱི་དེ་ན། གཞས་བདག་མ་རདག་ཡོང་བའི། རྣམ་རྟོག་དམ་ཅད་རྣམ་རྟོག་ག་རེ་ཤ་འདྲ་ཡོང་། རྣམ་རྟོག་བོད་མེད་གཉུག་མེད་བདག་པོ་མ་བརྒྱབ་ན།  ,10.5
STT_GR_0016_0110_767300_to_771100,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0110_767300_to_771100.wav,རྣམ་རྟོ་དེ་ཁྱོས་ཁྱུད་པ་རེད་ལྟ་བོ་རེད། ཁཆོ་དང་བརླབ་བརྒྱབ་དུས་མི་ལག་རིགས་པས་ལབ་ཡོད་རེད་བ།  ,3.8
STT_GR_0016_0111_771600_to_774800,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0111_771600_to_774800.wav,རྒྱབ་ཚོགས་སྒོམ་དུ་སྡེ་ླ་ལ་བ་རླབ་རྒྱ་མཚུ་ྱོབ་འགྲོ་ཡོང་དུས།  ,3.2
STT_GR_0016_0112_777300_to_780300,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0112_777300_to_780300.wav,ཚེམ་གཅིག་གོ་རྣམ་པར་རྟོག་པ་རེད། སྐད་ཅིག་སྐྱིད་ག་སྡོད་ཡོ་རེད།  ,3.0
STT_GR_0016_0113_782500_to_785900,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0113_782500_to_785900.wav,ཕ་ཁ་འཁོར་ལ་ཞེད་སྟངས་རེ། མཚོན་ཁག་འཁོར་ཐོར་ན་དེ་ཡེ་ཤེས་རེད་ཡག ,3.4
STT_GR_0016_0114_786300_to_788400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0114_786300_to_788400.wav,ཉོན་མོངས་རང་རབྱེན་ཡི་ཤིས་ཧ་གོ་སོང་ན།  ,2.1
STT_GR_0016_0115_791500_to_796500,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0115_791500_to_796500.wav,དེ་ཚོ་ཚང་སྔག་གསུམ་ལངས་ལ་བརྟེན་ནས། ཚོ་མཐའ་གི་ལང་ལི་ཞེ་སྡང་ནི་འགྱིར་ལང་སྐྱེད་ལ་སྤར་དགོས་རེད།  ,5.0
STT_GR_0016_0116_798100_to_801200,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0116_798100_to_801200.wav,ཟའ་ྱོག་མཚོན་པོའི་ལང་ན། ཟབ་ནུས་ཀྱི་རྐྱེན་ལ་སྤང་དགོས་རེད་ཟེ།  ,3.1
STT_GR_0016_0117_808300_to_831300,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0117_808300_to_831300.wav,རྟ་ཉམས་ལེན་བྱས་ན་ཏི་ཙུམ་གང་གྲ་དྲག་ཡོད་དེ་འདྲའ། དེ་གང་ཚག་ཁ་ཤས་ིན་ལབ་ན། མཚམས་མཚམས་ སོ་ཐར་གི་ལམ་རི་སྤང་དགོས་ཀི་ཡོད། མཚམས་མཚམས། འང་ཟངཟང་སྔུན་གྱི་ར་དི་ནས་སྤང་ཐུབ་ཀི་ཡོད། མཚམས་མཚམས་ཀི་ཉམས་ལེན་ཏིག་ཙམ་ྱས། གང་གྲ་དྲག་གི་ཐབས་དེ་ནས། ཉིན་མོངས་པ་དེ་དངེས་ནས་སྤང་པ་ཐབ་བྱས་ན། དེ་ནས་ཉིན་མོངས་པ་དེ་སྤང་ཐུབ་ཀི་ཡོད། སྤང་ཐབ་དང་མ་ཐབ། དེ་ངས་སྡིག་པ་དེ་ྐྱག་པག་ཁྱེར་ཡོ་ན། བདག་དང་མ་དག་རང་གི་སེམས་ལ་ྡག་དགོས་རེད་དེ།  ,23.0
STT_GR_0016_0118_836600_to_849200,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0118_836600_to_849200.wav,རང་གི་སེམས་ར་མི་དེ་ྒྲིག་ཁོང་ཁྲོ་ལངས་ན། བྱེད་སྡང་ངུ་ཟིན་སོང་ན། ཞེ་སྡང་དེ་ལམ་སེ་མེད་པ་འགྲོ་གི་མོ་འདྲ་བོ་ཤོར་གི་རེད། ཡང་བསྐྱར་མི་དེ་མཐོང་ྱེད་སྡང་ལང་གིས་འདུག་ག ཡང་ཞེ་སྡང་ལངས་ལ། ཡང་ཡང་བསྐྱར་ལ་རྫོགས་པ་དགོས་ཀི་གོ་རེད།  ,12.6
STT_GR_0016_0119_851500_to_854700,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0119_851500_to_854700.wav,ཡག་རྐྱར་མ་དེ་མཐོང་། ཞེད་སྡང་ལ་ ཁྱོད་གཙང་མ་རྫོགས་མ་ཐུབ་པ་རེད་བ།  ,3.2
STT_GR_0016_0120_857000_to_865700,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0120_857000_to_865700.wav,ཡང་དག་ཡང་ཨ་དུས་སབྱས་ན། དེ་ནས་ཞེ་སྡང་རེ་རེ་ངུས་ཟེར་ནས། དེ་ནས་ཞེ་སྡང་དེ། མི་དུ་འགྲོ་དགོ་རེད། ཐ་མ་ཞེ་སྡང་རྩ་བ་ནས་སེམས་ལ། དེ་ནས་ཞེ་སྡང་ི་ནང་ལ་གྲོ་འོག་རེད།  ,8.7
STT_GR_0016_0121_871800_to_884600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0121_871800_to_884600.wav,གྲོགས་ལ་འགྱོར་འགྲོ་གི་ཡོད་རེད། དཔེ་བདེ་སྟང་ལ་བསམ་བློ་བཏང་ནས། དེས་ཉོན་མོངས་པ་སྤར་མ་ཐབ། འདི་བཤག་པ་བསྐབ་ནས། ཡང་དང་ཡང་དེ་ཉོན་མོངས་པ་སྐྱེན་འོང་བྲིས་ནས། དེ་ནས་ྱེ་སྟངས་དཔེ་ལ་ཞག་པ་དེ་ནས་ཉོན་མོངས་དོ་ལྔ་གཅིག་པ་རེད། དེ་འནྲས་སྤང་རྒྱུ་བསམ་བློ་གཏང་དགོས་རེད་ཟེ།  ,12.8
STT_GR_0016_0122_886300_to_909300,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0122_886300_to_909300.wav,ལྷག་པར་དེ་དུས་ཉོན་མོངས་པ་སྐྱུག་བུ་སཀྲུས་པའི་སྐབས་ནས། ཨོ་ངག་གི་ཉོན་མོངས་པ་རེད། ངག་གི་ཞེ་སྡང་ར་བསམ་གི་ཡོད་རེད་དེ། མ་རེད། དེ་ལམ་ྱོས་ཡོད་མ་རེད། ཞེ་སྡང་ཁོ་རང་ཁམས་བཚམ་སེམས་དཀྱིན་ཐམས་ཅད་ཀི་སྐྲ་རེད་དེ། གཅིག་པ་རེད་ཟེ། ཨོཁམས་མཚམས་སེམས་སྐྱིན་གི་དེ་རིང་དེ་རིང་ངས་ཞེ་སྡང་ཀྱག་ཐབ་ཐུབ་ལོ།་ངས་ཁམས་བཚམ་སེམས་སྐྱིལ་གི་སྐོང་ལ་ངས་ཡང་དང་བཏང་ཐོབ་ཀི་རེད་བསམ་ནས། དེ་རིང་བསམ་ནས།  ,23.0
STT_GR_0016_0123_913300_to_916800,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0123_913300_to_916800.wav,ཅིག་འཁྱབ་པ་འབོད་གཅིག་གིས་ཞེ་སྡང་དང་། མི་གཅིག་གིས་ཞེ་སྡང་གཅིག་པ་རེད།  ,3.5
STT_GR_0016_0124_918400_to_928700,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0124_918400_to_928700.wav,དེ་མ་ཏད་གཟུགས་མེད་ན་ཡང་། གཟུགས་མེད་པི་མིང་གྱི་འདི་པ་ཕུང་པོ་ཡིན་ན། ཚོར་བ་གཅིག་པ་གཅིག་རྐྱང་དེ་ནས་ཆགས་སྡང་མངོ་ཚོགས་པའི་རྟོགས་པ་དེ། བདག་མ་བྱས་ཨ་འདྲ་དེ་ར་སྐྱེ་གི་ཡོད་རེད།  ,10.3
STT_GR_0016_0125_935300_to_946400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0125_935300_to_946400.wav,དེ་དང་ལ། ཁམས་བཚམ་སེམས་བསྐྱེད་འཁོར་བ། ཁམས་འཚོམ་འཁོར་བ་སྡུག་སྐལ་གི་རྒྱུ་དེ། ཉོན་མོངས་པ་འདི་རེད་བསམ་ནས། ཞེ་སྡང་ྐྱིག་མེད་བར་ཏབ་ན་རེད། ད། ཁམས་འཚམ་སེམས་བསྐྱེད་ཐམས་ཅད་བྱེ་སྡང་མེད་པར་གཏོང་གི་ཡོད་བསམ་ནས།  ,11.1
STT_GR_0016_0126_949600_to_955400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0126_949600_to_955400.wav,ཨེ་ནས་ཉོན་མོངས་པ་གཏོང་། མེ་པར་གཏོང་ཐུབ་རྒྱུས། ལྷ་རུ་འགྲོ་དགོས་ཡོད་རེད། དེ་ནས་བཟང་ཕྱུག་ཚེམས་སྐྱིད་གནང་ན་འགྲོ་དགོས་ཡོད་རེད།  ,5.8
STT_GR_0016_0127_957600_to_970400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0127_957600_to_970400.wav,གཏོང་བ་གཏོང་ཐུབ་ཀི་ཡོད་རེད། ཉོན་མོངས་པ་གཅིག་རེད། ྐྱིག་པ་ཏོག་ཡོད་མ་རེད། དཔེར་ན་ར་ཆེན་པོ་གྱུག་པོ་ལ་སེམས་ཅན་མང་པོ་ཚོ་སླེབས་དེ་ཡོང་ན། རབ་ཆེན་པོ་ཡོང་ན། དེི་རབ་དེ་ནས་ཁེ་ཁྱོང་ག་ཅི་ས་པར་གང་ཕར་བཏམ་ན།  ,12.8
STT_GR_0016_0128_970700_to_998600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0128_970700_to_998600.wav,སེམས་སྐྱི་མཚམས་གོང་ནས་ཡང་འགྲོ་གི་ཡོད་རེད་བ། ཨོ་དེ་ནང་བཞིན་ང་གི་ཉོན་མོངས་པ་སྐྱག་ཐབ་ན་ཁ་ཚམ་སེམས་སྐྱིད་ཡི་གོང་ནས་ངས་ཅིག་ཡང་ལ་བཏང་ཡོང་བསམ་གི་རེད་བ། ཧ་གོ་སོང་ང། དེ་ནས་དཔེར་ན་ཉོན་མོངས་པ་དཔེ་མེ་པར་གཏོང་ར་ལེ་ལླ་བ། ཧེཧ། དེ་འདྲའི་དིས་ནས་ཉོན་མོངས་པ་གཏང་ཐུག་ྱེ་རུ་འགྲོ་དགོས་འདུག་བ། ང་ཚོ་དེ་འདྲའ་རེད། ཨོ་དངོས་གནས་ཉོན་མོངས་པ་དེ་ཁ་ཚབ་སེམས་སྐྱིདི་སྐད་གྲག་རེད་དེ། དེ་ལ་སོ་ཐུས་ཉོན་མོངས་པ་དེ། ག་མེ་པར་བཏང་ནད་ཁ་གཐོམ་ན་ཕན་གི་ཡོད་ཙ་གཏོང་ཐུག་ཆེ་རུ་འགྲོ་གི་འདུག། རང་སྐྱིག་པོ་ཞེ་སྟངས་རེད་ཙམ་ནས་དེ་རེད་མི་འདུག་ག ,27.9
STT_GR_0016_0129_1003700_to_1009600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0016_0129_1003700_to_1009600.wav,ཉོན་མོངས་མ་ཚང་མ་དེ་འདྲས་ལཏ་དགོས་རེད་དེ། ཉོན་མོངས་པ་གྱིག་གྲོག་སོང་། ཁ་སེམ་སེམས་རྒྱིད་ནས་ཕུལ་ཡོང་ག་རེད་བསམ།  ,5.9
STT_GR_0017_0001_8300_to_23400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0001_8300_to_23400.wav,ས་མཚམས་མཛད་པ་ཕུར་ལ་རྒྱིད་ཡ་རང་གསུང་། སྤྱིར་བཏང་འདི་གསང་བ་སུམ་འདི་ནི་ས་རྒྱས་ཀི་སྐོ་གསོང་ཐུབ་ཡོང་དེ་དེ། ད་ལྟ་ཚ་རྒྱས་ཐམས་ཅད་ཀི་དཀོན་མཆོག་གསུམ་ཡོས་སྟིང་དེ། བླ་མ་དགའ་བཞིག་གཉིས་སྐྱིག་པོར་ཆ་རབཞག་ན། གསང་བ་གསུམ་གྱི་མཛད་པ་དེ།  ,15.1
STT_GR_0017_0002_23700_to_26800,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0002_23700_to_26800.wav,དེ་རིང་དེ་རིང་ཁ་ཚོ་ལས་མ་དག་པ།  ,3.1
STT_GR_0017_0003_27552_to_33408,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0003_27552_to_33408.wav,ཞེས་རབ་མེད་པ་ཐབས་ཅག་ཧ་གོ་གོ་མ་རེད། དཔེར་ན་མེ་ཏོག་ཟང་འོ་དེ་ལ་བརྟེན་ནས་མེ་ཏོག་གི་ཡོས་འཏེང་ཆ་ཚང་ཞེ་རབ་དགེ་གན་དེ་ཡ་ཧ་གོ་ཡོ་རེ་མེད།  ,5.856
STT_GR_0017_0004_35007_to_36640,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0004_35007_to_36640.wav,བླ་མ་དེ་ བླ་མ་དགེ་བོའི་ཞུས་ཡིན་དེ།  ,1.633
STT_GR_0017_0005_37120_to_39232,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0005_37120_to_39232.wav,སྐོ་དགེ་འདུན་སོམ་དམ་ཅིག་ཐོབ་ཚང་རྒྱས་ཡིན་པ་མིན་ན།  ,2.112
STT_GR_0017_0006_39680_to_41504,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0006_39680_to_41504.wav,བླ་མ་དགེ་བུ་བཤེས་གཉིན་སྐོ་དགེ་འདུན་དེ་ཡིན་ན།  ,1.824
STT_GR_0017_0007_41696_to_43168,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0007_41696_to_43168.wav,དེ་དེའ་དྭང་དབང་འགྲུབ་པའི་མི་རྒྱུན་གྱི་ ,1.472
STT_GR_0017_0008_43200_to_44352,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0008_43200_to_44352.wav,ཁོ་སྐྱིག་པོ་ཡོང་དུས་ལ།  ,1.152
STT_GR_0017_0009_45599_to_46304,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0009_45599_to_46304.wav,མཐོང་མ་དང་།  ,0.705
STT_GR_0017_0010_46656_to_47168,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0010_46656_to_47168.wav,ཐུལ་དཔག་དང་།  ,0.512
STT_GR_0017_0011_47360_to_48288,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0011_47360_to_48288.wav,སེམས་ར་སྒྲིན་པ་དང་།  ,0.928
STT_GR_0017_0012_48992_to_50623,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0012_48992_to_50623.wav,ཨོ་ ལུ་ཀྱི་རིག་པ་ཙམ་གི་དེ་ནས།  ,1.631
STT_GR_0017_0013_50848_to_51936,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0013_50848_to_51936.wav,བསོད་ནམས་ཀི་རྒྱེ་ཐོག་པོ་རེདཟ།  ,1.088
STT_GR_0017_0014_51968_to_53471,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0014_51968_to_53471.wav,བྲོད་ལོན་གང་ཐོབ་ཀི་ཡོད་རེད། དེའ་ནང་།  ,1.503
STT_GR_0017_0015_54144_to_55135,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0015_54144_to_55135.wav,རྒབ་ཤི་ནས་ཅིག་ ,0.991
STT_GR_0017_0016_55775_to_56736,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0016_55775_to_56736.wav,སྐོ་དེ་དེ་འདྲའ་ཡིན་པ་མྒྱོག ,0.961
STT_GR_0017_0017_56768_to_58528,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0017_56768_to_58528.wav,གང་རེད་དེ་ཡིན་ན། རྒལ་བོ་ཞུ་གཉིས་ཅིག་གིས་ ,1.76
STT_GR_0017_0018_59200_to_68400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0018_59200_to_68400.wav,གང་རེད། ང་མིག་གིས་མཐོང་བ་ཐབས་ཅེད་རྒྱུད་ལ། བཟའ་ཕྱོགས་སེམས་སྐྱེ་བ་ཤོག་དེ། ང་མིག་མན་བའི་ཐུ་པག་ཐབས་ཅད་རྒྱུད་ལ། བཟའ་ཕྱོགས་སེམས་སྐྱེ་བར་ཤོག་ཟེ།  ,9.2
STT_GR_0017_0019_69700_to_77500,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0019_69700_to_77500.wav,ང་ཡ་ཕིནཡིན་གདོང་ལུས་དེ་རྒྱུད་ལ་ཟའ་ཕཆོག་ཟེར་ནས་སྐྱེ་བ་ཤོགད། ང་སྡུམ་གཉིས་ཅིག་ལཛ་ཕཆོག་ཟེ་སྐྱེ་བ་ཤོག། ང་གསེལ་གཉིས་དི་མ་མི།  ,7.8
STT_GR_0017_0020_79600_to_94600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0020_79600_to_94600.wav,གང་དག་ང་འབྲེལ་བ་དེ་ཁྱག་ཚལ་དེ་ལ། རྒྱུད་ལ་བཟང་ཕྱོགས་ཚེམ་སྐྱ་བའི་སྨོང་ལང་བཏབ་ནས། གང་དག་བདག་ལ་དེ་སྦྱར་དང་ རྨུ་དང་སྐོར་པ་བཏབ་རཀྱང་རུང་བྱས། སྨོན་ལམ་དེ་ལྟ་བུ་ལས་བཟང་པོས་འབྲེལ་བ། ལས་བཟང་ངས་འབྲེལ་བ་གང་བྱས་ན་ དེ་ཐམས་ཅད་རྒྱུད་ལ་བཟང་ཕྱོགས་མཚེམ་བརྒྱས་པའི་སྨོན་ལམ་བཏབ་ནས།  ,15.0
STT_GR_0017_0021_95900_to_103500,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0021_95900_to_103500.wav,སངུ་སྟུན་པ་སངས་རྒྱས་བཅོམ་ལྡན་འདས། དེ་ལྟ་བ་དེ་ཡོད་ན། དེ་ནས་དུས་གསུམ་དི་གཅིག་པི་སངས་རྒྱས་ཐམས་ཅད་བཀོད་ཡོང་དུ་དེ་ཐབ་པ་རེད་ྱས།  ,7.6
STT_GR_0017_0022_103800_to_117800,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0022_103800_to_117800.wav,སུང་གི་ཡོང་དུས་ཡིན་ན་སུང་ལ་སུང་ཁྱུད་ཀི་འཁོར་ལོག་དེ་ལ། ད་ད་ལྟ་དཔེར་ན་མ་ལ་རས་སྤང་ན། མ་ལ་རེའ་སྤང། ཕ་དེ་ལ་མ་ཤི་པ་ཐམས་ཅད་ལ་མ་ལ་སྤང་གོག་བྱེད་ཀི་ཡོད་རེད་། ཨོ་ཕྱུག་འདྲ་བོ་ལུས་མ་ལེན་བྱས།  ,14.0
STT_GR_0017_0023_118592_to_121280,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0023_118592_to_121280.wav,ཁ་ཤས་ཀིས་མ་ལ་རི་བར་དོང་ལ་པི་ཀ་ྒྱད།  ,2.688
STT_GR_0017_0024_121696_to_124736,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0024_121696_to_124736.wav,བཀག་སགྱེད་པ་ྐུ་ལུ་ི་མཐོང་ན། ཨ་ད་ག་དཔེ་ཇིང་ལྷང་གི་སྐྱེས་ནས།  ,3.04
STT_GR_0017_0025_125152_to_127392,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0025_125152_to_127392.wav,ཕྱོགས་བྟག་པུའི་ལུས་མ་ལེན་དེ་འྱིང་ལངས་སྐྱལ་གི་ཡོད་བ།  ,2.24
STT_GR_0017_0026_128416_to_132128,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0026_128416_to_132128.wav,ཨོ་ཞབས་སྐྱེ་ཁི་སྟེ་ལ། ཨོ་འདིར་དེ་ག་ྫ་རིན་མི་འདུག་ཙ་ དེ་ནས་ཡང་།  ,3.712
STT_GR_0017_0027_132704_to_133920,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0027_132704_to_133920.wav,དེ་ར་པ་གི་ ,1.216
STT_GR_0017_0028_134240_to_136736,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0028_134240_to_136736.wav,ང་ལྟ་བུའི་ལུས་ཁྱུག་ལེན་ཐུབ་རྒྱག་མ་རེད་དེ།  ,2.496
STT_GR_0017_0029_137440_to_139296,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0029_137440_to_139296.wav,ལས་དུ་གི་ལ་ལས་ཡན་ཐབ་རྒྱུ་མ་རེད་ཟེ།  ,1.856
STT_GR_0017_0030_139456_to_140864,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0030_139456_to_140864.wav,ལ་གོ་རེད་ཧ།  ,1.408
STT_GR_0017_0031_140928_to_142336,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0031_140928_to_142336.wav,ལུས་ཡག་ཤོས་རེད། ཨ་ཙེ།  ,1.408
STT_GR_0017_0032_143072_to_144256,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0032_143072_to_144256.wav,དེ་ད་བ་རྲ་ཅིག། ཡེ་ལོང་ ,1.184
STT_GR_0017_0033_144352_to_146112,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0033_144352_to_146112.wav,མ་ལག་རི་པ་བཀོད་ཡོང་དུས་དེ་ལ་ད།  ,1.76
STT_GR_0017_0034_146752_to_147872,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0034_146752_to_147872.wav,སོང་ཐུག་ཡོང་སྡད་གས་དེ།  ,1.12
STT_GR_0017_0035_148736_to_149536,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0035_148736_to_149536.wav,གསང་བ་དེ་ལ།  ,0.8
STT_GR_0017_0036_149824_to_150784,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0036_149824_to_150784.wav,སྲོང་དང་ཐུབ་རྒྱུད་པའི་ ,0.96
STT_GR_0017_0037_150912_to_151648,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0037_150912_to_151648.wav,བཟང་ཕྱོགས་ཚེམས་སྐྱིད།  ,0.736
STT_GR_0017_0038_152192_to_153152,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0038_152192_to_153152.wav,དེ་བསླབ་ལ་དེ་ནས།  ,0.96
STT_GR_0017_0039_157524_to_158388,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0039_157524_to_158388.wav,དཔེར་ན་མི་ལ་རིག་པ།  ,0.864
STT_GR_0017_0040_158420_to_159316,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0040_158420_to_159316.wav,གཅིག་པ་ལ་ཆག་བཞག་ན།  ,0.896
STT_GR_0017_0041_160628_to_161748,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0041_160628_to_161748.wav,དག་གི་བར་དུ་བཀའ་བརྱུས།  ,1.12
STT_GR_0017_0042_161972_to_165012,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0042_161972_to_165012.wav,གྲུབ་ཐོབ་རྒྱ་མཚོ་གང་ཚད་དུ་གའ་ཚུས་པ་དང་། མད་པ་ལི་ལ་དེ་ཐམས་ཅད།  ,3.04
STT_GR_0017_0043_165620_to_166772,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0043_165620_to_166772.wav,ལ། བསླབ་པ་རྒན་ཉེད།  ,1.152
STT_GR_0017_0044_168692_to_169268,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0044_168692_to_169268.wav,དོན་ྱུན་ ,0.576
STT_GR_0017_0045_169620_to_170836,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0045_169620_to_170836.wav,དེ་ནས་གྲོ་པག་ཐོབ་པ་གང་དག ,1.216
STT_GR_0017_0046_170932_to_171764,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0046_170932_to_171764.wav,ཁྱེད་བཏག་པ་ཅིག་རེད།  ,0.832
STT_GR_0017_0047_172500_to_173076,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0047_172500_to_173076.wav,དེ་ཐམ་དུད།  ,0.576
STT_GR_0017_0048_173556_to_174868,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0017_0048_173556_to_174868.wav,བླ་མ་མ་ལ་རའི་དཔེ་ཐུག་རྒྱུས།  ,1.312
